식품코드,식품명,지역 / 제조사,식품상세분류,단백질(g),포도당(g),과당(g),유당(g),갈락토오스(g),셀룰로오스,칼슘,철,칼륨,나트륨,아연,구리,망간,비타민 A,비타민 D2,비타민 D3,비타민 E,토코페롤,비타민 K,비타민 K1,비타민 K2,비타민 B1,비타민 B2,비타민 B6,비타민 B12,비타민 C,오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),카페인
P021159,케어웰 당뇨식,㈜자연과 사람들,환자용 식품,9,0,0,0,0,0,160,2.8,300,180,3.2,0,0,0,0,0,0,0,0,0,0,0.25,0.32,0.45,0.5,35,0,0,0,0
P021160,그린비아 알티에이치,서강유업㈜,환자용 식품,11,0,0,0,0,0,210,3,250,160,3,0,0,0,0,0,0,0,0,0,0,0.36,0.45,0.45,0.72,30,0,0,0,0
P021161,그린비아 알디,㈜자연과 사람들,환자용 식품,8,0,0,0,0,0,240,2,170,130,2,0,0,0,0,0,0,0,0,0,0,0.24,0.3,1,0.48,50,0,0,0,0
P021162,미니웰 OS(오에스),한미헬스케어㈜,환자용 식품,9,0,0,0,0,0,172,2.4,300,180,2.1,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.45,2.4,35,0,0,0,0
P021164,그린비아 당뇨솔루션 알티에이치,㈜선양송탄공장,환자용 식품,20,0,0,0,0,0,300,4,460,280,8,0,0,0,0,0,0,0,0,0,0,0.48,0.6,0.6,1.92,80,0,0,0,0
P021165,뉴케어 딸기맛,대상라이프사이언스㈜ 천안공장,환자용 식품,3.5,0,0,0,0,0,77,1.2,105,65,1.2,0,0,0,0,0,0,0,0,0,0,0.13,0.15,0.15,0.24,14,0,0,0,0
P021166,그린비아 당뇨솔루션,㈜자연과 사람들,환자용 식품,10,0,0,0,0,0,150,2,235,140,4,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.96,40,0,0,0,0
P021167,그린비아 마일드케어 검은참깨,㈜자연과 사람들,환자용 식품,8,0,0,0,0,0,140,2,210,130,1.8,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,20,0,0,0,0
P021168,이로밀 구수한맛,연세대학교연세우유,환자용 식품,8,0,0,0,0,0,140,2,260,120,2,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,20,0,0,0,0
P021169,메디푸드스탠다드,서강유업㈜,환자용 식품,8,0,0,0,0,0,140,1.8,210,160,1.7,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.45,2.4,30,0,0,0,0
P021170,그린비아 플러스케어 화이바,㈜자연과 사람들,환자용 식품,9,0,0,0,0,0,140,2.4,230,140,3.4,0,0,0,0,0,0,0,0,0,0,0.24,0.28,0.3,0.96,40,0,0,0,0
P021171,미니웰,한미헬스케어㈜,환자용 식품,9,0,0,0,0,0,172,2.4,217,180,2.1,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.45,2.4,35,0,0,0,0
P021172,메디웰RTH DM(알티에이치 디엠),㈜대웅생명과학,환자용 식품,25,0,0,0,0,0,400,5,700,225,6,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1.5,100,0,0,0,0
P021173,그린비아 플러스케어 당뇨식,㈜자연과 사람들,환자용 식품,10,0,0,0,0,0,160,2,260,190,2,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,20,0,0,0,0
P021174,이로밀 고단백,연세대학교연세우유,환자용 식품,13,0,0,0,0,0,140,2,260,120,2,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,20,0,0,0,0
P021176,그린비아 이뮨포르테 알티에이치,㈜선양송탄공장,환자용 식품,24,0,0,0,0,0,300,4,480,330,8,0,0,0,0,0,0,0,0,0,0,0.48,0.6,0.6,0.96,80,0,0,0,0
P021177,완전균형영양식 뉴케어 바나나맛,대상㈜ 천안공장,환자용 식품,5.3,0,0,0,0,0,115.5,1.8,157.5,97.5,1.8,0,0,0,0,0,0,0,0,0,0,0.2,0.23,0.23,0.36,21,0,0,0,0
P021178,완전균형영양식뉴케어커피맛,대상㈜ 천안공장,환자용 식품,3.5,0,0,0,0,0,105,1.2,140,65,1.2,0,0,0,0,0,0,0,0,0,0,0.13,0.15,0.15,0.24,10,0,0,0,0
P021179,이로밀 당뇨식,연세대학교연세우유,환자용 식품,12,0,0,0,0,0,140,2,260,120,2,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,20,0,0,0,0
P021180,이로밀 검은참깨,연세대학교연세우유,환자용 식품,8,0,0,0,0,0,140,2,260,120,2,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,20,0,0,0,0
P021182,무스웰 밸런스,㈜신선에프앤브이,환자용 식품,6,0,0,0,0,0,70,1.2,0,65,1.3,0,0,0,0,0,0,0,0,0,0,0.12,0.14,0.23,0,15,0,0,0,0
P021183,뉴케어 INTENSIVE AF(ADD FIBER),대상라이프사이언스㈜ 천안공장,환자용 식품,6,0,0,0,0,0,70,1.3,150,90,2.1,0,0,0,0,0,0,0,0,0,0,0.18,0.21,0.22,0.35,50,0,0,0,0
P021184,뉴케어 단호박맛,대상라이프사이언스㈜ 천안공장,환자용 식품,4,0,0,0,0,0,110,1.2,105,90,1.2,0,0,0,0,0,0,0,0,0,0,0.13,0.15,0.15,0.24,14,0,0,0,0
P021185,뉴케어 케이디,대상라이프사이언스㈜ 천안공장,환자용 식품,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021186,미니웰 커피맛,한미헬스케어㈜,환자용 식품,9,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021187,메이푸드 이엔 당뇨식,옥천농협 농산물가공공장,환자용 식품,9,0,0,0,0,0,140,1.8,280,140,1.7,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.45,2.4,30,0,0,0,0
P021188,케어웰 검은참깨,㈜자연과 사람들,환자용 식품,7,0,0,0,0,0,220,2.5,250,110,2.4,0,0,0,0,0,0,0,0,0,0,0.28,0.32,0.32,0.6,30,0,0,0,0
P021189,그린비아 키즈 초코맛,㈜자연과 사람들,환자용 식품,4.5,0,0,0,0,0,150,2.6,198,50,1.5,0,0,0,0,0,0,0,0,0,0,0.13,0.18,0.18,0.28,15,0,0,0,0
P021190,메디푸드 이엔 화이바,옥천농협 농산물가공공장,환자용 식품,8,0,0,0,0,0,140,1.8,280,140,1.7,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.45,2.4,30,0,0,0,0
P021191,뉴케어 INTENSIVE 300,대상라이프사이언스㈜ 천안공장,환자용 식품,6,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021192,케어웰 인텐시브 에프엘 RTH(알티에이치),서강유업㈜,환자용 식품,25,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021193,메디에프 스마일,한미헬스케어㈜,환자용 식품,6,0,0,0,0,0,103,1.5,120,120,1.4,0,0,0,0,0,0,0,0,0,0,0.27,0.32,0.34,1.8,22.5,0,0,0,0
P021194,메디웰RTH Fiberless(알티에이치 화이버리스),㈜대웅생명과학,환자용 식품,23,0,0,0,0,0,400,5,700,425,6,0,0,0,0,0,0,0,0,0,0,0.75,1,1,1.5,50,0,0,0,0
P021195,메디푸드 고단백 VHP(브이에이치피),옥천농협 농산물가공공장,환자용 식품,13,0,0,0,0,0,103,1.5,120,160,1.4,0,0,0,0,0,0,0,0,0,0,0.27,0.32,0.34,1.8,22.5,0,0,0,0
P021196,메디푸드 이엔 소프트,옥천농협 농산물가공공장,환자용 식품,13,0,0,0,0,0,180,3.4,185,160,4.5,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.45,2.4,35,0,0,0,0
P021197,케어웰 프로(CareWell PRO),농업회사법인에프엔디큐웰㈜ 제2공장,환자용 식품,9,0,0,0,0,0,10,0.2,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021198,그린비아 이뮨포르테,㈜자연과 사람들,환자용 식품,12,0,0,0,0,0,150,2,240,160,4,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0.3,0.48,40,0,0,0,0
P021200,뉴케어프로틴퍼펙트,㈜노바렉스 2공장,환자용 식품,9,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021201,케어웰 인사이드,㈜자연과 사람들,환자용 식품,9,0,0,0,0,0,150,2.4,310,180,4.5,0,0,0,0,0,0,0,0,0,0,0.25,0.35,0.35,1,50,0,0,0,0
P021204,하이칼,엠에스바이오텍㈜,환자용 식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021205,그린비아 연하솔루션,㈜노바렉스,환자용 식품,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021206,비스코업,㈜레오스푸드,환자용 식품,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021207,모노웰,서강유업㈜,환자용 식품,16,0,0,0,0,0,304.5,3.7,405.4,260,3.7,0,0,0,0,0,0,0,0,0,0,0.57,0.65,0.61,1.5,30.5,0,0,0,0
P021208,연하케어,㈜네추럴에프앤피,환자용 식품,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021209,스마트푸드디엠,㈜뉴트리바이오텍,환자용 식품,6,0,0,0,0,0,35,1,0,5,0.4,0,0,0,0,0,0,0,0,0,0,0.07,0.09,0.1,0,14,0,0,0,0
P021210,뉴케어 하이비스코(NUCARE HIH VISCO),㈜바이오로제트,환자용 식품,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021211,메디푸드 토로미 파워 스마일,엠에스바이오텍㈜ 제2공장,환자용 식품,0,0,0,0,0,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021212,케어웰믹스겔,농업회사법인에프엔디큐웰㈜ 제2공장,환자용 식품,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021213,당박사110,㈜나노텍바이오,환자용 식품,0.87,0,0,0,0,0,350,7.5,0,17.5,6,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.75,0,50,0,0,0,0
P021214,디알프리,오손도손F3,환자용 식품,0.51,0,0,0,0,0,29.69,1.31,99.54,1.85,0.57,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.07,0.64,0.88,0,0,0,0
P021215,멀티칼,엠에스바이오텍㈜,환자용 식품,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021216,비스코업에스,㈜레오스푸드,환자용 식품,1.4,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021217,메로나,빙그레,아이스밀크,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021218,설레임 밀크쉐이크,롯데제과,아이스밀크,3,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
P021219,부드러운 빵또아,㈜에스아이지,아이스밀크,3,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021220,돼지콘,롯데푸드㈜ 천안공장,아이스밀크,4,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021221,옥동자,동그린,아이스밀크,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021222,더블 비얀코,롯데제과,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021223,와일드바디,롯데제과,아이스밀크,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021224,빵빠레 초코,롯데푸드㈜ 천안공장,아이스밀크,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021225,빵빠레,롯데푸드㈜ 천안공장,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021226,메가톤,부산아이스크림,아이스밀크,2,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021227,초코퍼지,롯데푸드㈜ 천안공장,아이스밀크,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021228,본가찰옥수수,㈜일성냉동,아이스밀크,2,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021229,빵또아 오리지널,㈜에스아이지,아이스밀크,3,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021230,통팥가득앙증맞은 꼬마바,롯데제과,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021231,수출용 메로나,빙그레 김해공장,아이스밀크,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021232,국화빵,롯데푸드㈜ 천안공장,아이스밀크,3,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021233,잇츠 와플바닐라,한보제과,아이스밀크,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021234,쌍쌍바,해태제과식품㈜,아이스밀크,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021235,옥동자콘,롯데제과,아이스밀크,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
P021236,거북알 초코,㈜삼우냉동,아이스밀크,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021237,빙그레 슈퍼콘 초코,빙그레,아이스밀크,3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021238,부라보클래식바닐라,해태제과식품㈜,아이스밀크,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021239,요맘때 플레인콘,빙그레 김해공장,아이스밀크,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021240,빙그레 슈퍼콘 바닐라,빙그레,아이스밀크,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021241,찰떡아이스,홍영식품㈜,아이스밀크,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021242,투게더 쿠앤크,빙그레,아이스밀크,2,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021243,슈팅스타,빙그레,아이스밀크,3,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021244,아이스를 머금은 순수밀크,롯데제과,아이스밀크,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021245,옥동자 딸기,동그린,아이스밀크,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021246,와플통팥,한보제과,아이스밀크,4,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021247,말랑카우바,롯데제과,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021248,구구콘화이트,롯데푸드㈜ 천안공장,아이스밀크,4,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021249,메로나 딸기(수출용),빙그레 김해공장,아이스밀크,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021250,끌레도르 파르페 초코,㈜에스아이지,아이스밀크,4,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021251,엔초,빙그레,아이스밀크,2.6,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021252,디저트아이스바 브라우니,아이푸드,아이스밀크,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021253,빠삐코바,㈜삼우냉동,아이스밀크,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021254,부라보그레이프,해태제과식품㈜,아이스밀크,4,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021255,Melona Mano(H),빙그레 김해공장,아이스밀크,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021256,설레임커피쉐이크,롯데제과,아이스밀크,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021257,메로나 망고,㈜청아냉동식품,아이스밀크,0.7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021258,메로나 바나나,㈜청아냉동식품,아이스밀크,1.9,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021259,요맘때 요거그린,빙그레,아이스밀크,2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021260,서주아이스주,아이푸드,아이스밀크,3,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021261,투게더 스트로베리 밀크,빙그레,아이스밀크,1.5,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021262,더블베리 더블콘 타워,㈜파이닉스푸드,아이스밀크,3,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021263,햇살가득 찰옥수수,아이푸드,아이스밀크,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021264,메로나 바나나(수출용),빙그레 김해공장,아이스밀크,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021265,요맘때 딸기 콘,빙그레 김해공장,아이스밀크,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021266,구구바,동그린,아이스밀크,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021267,빵또아 레드벨벳,㈜동양아이스,아이스밀크,4,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021268,아시나요 밀크,아이푸드,아이스밀크,3,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021269,Melona Mano (N),빙그레 김해공장,아이스밀크,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021270,찰떡시모나,해태제과식품㈜,아이스밀크,2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021271,투게더 초콜릿 밀크,빙그레,아이스밀크,2,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021272,국화빵 인절미,롯데푸드㈜ 천안공장,아이스밀크,3,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021273,끌레도르 크림치즈바,빙그레,아이스밀크,2,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
P021274,빅빵빠레 바닐라향,롯데푸드㈜ 천안공장,아이스밀크,4,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021275,빠삐코 바닐라,롯데푸드㈜ 천안공장,아이스밀크,2,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021276,구구,㈜파이닉스푸드,아이스밀크,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021277,모카&크림 월드콘,롯데제과,아이스밀크,4,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021278,밀크 카라멜 옥동자,동그린,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021279,옥동자 모나카,한보제과,아이스밀크,4,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021280,누드 누가바,해태제과식품㈜,아이스밀크,1.4,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021281,거북이,㈜파이닉스푸드,아이스밀크,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021282,부라보바 화이트바닐라,해태제과식품㈜,아이스밀크,1.5,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021283,투게더 녹차 초코,빙그레,아이스밀크,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021284,메론향빅아이스바,롯데푸드㈜ 천안공장,아이스밀크,2,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021285,스키피바,롯데제과,아이스밀크,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
P021286,설레임아라비카커피쉐이크,한보제과,아이스밀크,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021287,디저트아이스바 마카롱,아이푸드,아이스밀크,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021288,쿠키오,롯데푸드㈜ 천안공장,아이스밀크,3,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021289,라벨리아이스캔디(초코맛),라벨리,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021290,끌레도르 초코브라우니,빙그레,아이스밀크,5,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
P021291,투게더 프로즌요거트 블루베리,빙그레,아이스밀크,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021292,녹차마루,해태제과식품㈜,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021293,라이트엔젤 멜론아이스,롯데제과,아이스밀크,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021294,라벨리아이스캔디(바닐라맛),라벨리,아이스밀크,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021295,라벨리아이스캔디(커피맛),라벨리,아이스밀크,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021296,라벨리아이스캔디(딸기맛),라벨리,아이스밀크,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021297,투게더 밀크&딸기,빙그레,아이스밀크,2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
P021298,해태초코청크마루,해태제과식품㈜,아이스밀크,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021299,라벨리아이스캔디(메론맛),라벨리,아이스밀크,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021300,제티 초코 아이스,빙그레,아이스밀크,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021301,라이트엔젤 모카아이스,롯데제과,아이스밀크,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021302,멜로니아,롯데제과,아이스밀크,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021303,디저트아이스바 치즈케이크,아이푸드,아이스밀크,2,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021304,악마빙수,라벨리,아이스밀크,3,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021305,본젤라또 베리딸기바,아이푸드,아이스밀크,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
P021306,본젤라또 녹차초코바,아이푸드,아이스밀크,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
P021307,아시나요 모카,아이푸드,아이스밀크,3,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021308,라벨리아이스캔디(녹차맛),라벨리,아이스밀크,2,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P021309,도라에몽 엔초,빙그레,아이스밀크,3,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
